Invoice Number,CU Serial Number,CU Invoice Number,Amount,Date-time
934857,KRAMW019202206040751,0190407510000013052,1701.89,2023-01-23 11:22:18
934855,KRAMW019202207043466,0190434660000013042,1637.1,2023-01-23 11:21:34
934852,KRAMW019202207043466,0190434660000013040,5034.97,2023-01-23 11:19:33
934851,KRAMW019202206040751,0190407510000013049,3239.99,2023-01-23 11:18:20
934850,KRAMW019202207043466,0190434660000013039,661.2,2023-01-23 11:17:37
934849,KRAMW019202206040751,0190407510000013048,1189.8,2023-01-23 11:16:33
934841,KRAMW019202206040751,0190407510000013044,43690.64,2023-01-23 11:08:03
934838,KRAMW019202207043466,0190434660000013033,5473.78,2023-01-23 11:04:00
934836,KRAMW019202207043466,0190434660000013032,3400.49,2023-01-23 11:01:38
934835,KRAMW019202206040751,0190407510000013041,83127.69,2023-01-23 10:56:10
934834,KRAMW019202207043466,0190434660000013031,1569.41,2023-01-23 10:52:09
934831,KRAMW019202207043466,0190434660000013029,1637.1,2023-01-23 10:48:05
934830,KRAMW019202206040751,0190407510000013038,4512.83,2023-01-23 10:47:26
934829,KRAMW019202206040751,0190407510000013037,586.8,2023-01-23 10:46:28
934828,KRAMW019202207043466,0190434660000013027,661.2,2023-01-23 10:45:51
934826,KRAMW019202207043466,0190434660000013025,1302.45,2023-01-23 10:42:12
934825,KRAMW019202207043466,0190434660000013024,1701.89,2023-01-23 10:41:33
934823,KRAMW019202207043466,0190434660000013023,1080,2023-01-23 10:40:42
934821,KRAMW019202206040751,0190407510000013031,24907.43,2023-01-23 10:39:36
934818,KRAMW019202206040751,0190407510000013029,4136.4,2023-01-23 10:36:32
934817,KRAMW019202207043466,0190434660000013019,7892.42,2023-01-23 10:35:22
934815,KRAMW019202207043466,0190434660000013017,3125.9,2023-01-23 10:31:52
934814,KRAMW019202207043466,0190434660000013016,11129.68,2023-01-23 10:30:52
934813,KRAMW019202207043466,0190434660000013015,610.84,2023-01-23 10:29:38
934811,KRAMW019202207043466,0190434660000013014,74725.88,2023-01-23 10:28:54
934806,KRAMW019202206040751,0190407510000013025,540,2023-01-23 10:24:13
934803,KRAMW019202207043466,0190434660000013010,2053.64,2023-01-23 10:21:09
934800,KRAMW019202206040751,0190407510000013022,1011.59,2023-01-23 10:18:44
934798,KRAMW019202207043466,0190434660000013008,5049.88,2023-01-23 10:17:55
934795,KRAMW019202207043466,0190434660000013006,270,2023-01-23 10:15:55
934793,KRAMW019202207043466,0190434660000013005,1701.89,2023-01-23 10:15:03
934789,KRAMW019202207043466,0190434660000013003,1391.19,2023-01-23 10:13:23
934785,KRAMW019202207043466,0190434660000013001,1695.6,2023-01-23 10:11:23
934783,KRAMW019202207043466,0190434660000013000,5981.48,2023-01-23 10:10:14
934780,KRAMW019202207043466,0190434660000012999,2312.73,2023-01-23 10:09:15
934779,KRAMW019202207043466,0190434660000012998,666.15,2023-01-23 10:08:14
934773,KRAMW019202207043466,0190434660000012995,1150.84,2023-01-23 10:03:14
934771,KRAMW019202207043466,0190434660000012994,42554.2,2023-01-23 10:02:11
934770,KRAMW019202206040751,0190407510000013007,69943.26,2023-01-23 10:00:51
934768,KRAMW019202206040751,0190407510000013006,58175.27,2023-01-23 09:56:42
934764,KRAMW019202206040751,0190407510000013004,9440.11,2023-01-23 09:51:22
934762,KRAMW019202206040751,0190407510000013003,1685.01,2023-01-23 09:50:34
934760,KRAMW019202206040751,0190407510000013002,1379.7,2023-01-23 09:49:43
934758,KRAMW019202206040751,0190407510000013001,2514.42,2023-01-23 09:48:47
934757,KRAMW019202207043466,0190434660000012987,3338.99,2023-01-23 09:48:02
934756,KRAMW019202206040751,0190407510000013000,13332.25,2023-01-23 09:47:16
934753,KRAMW019202207043466,0190434660000012985,3909.57,2023-01-23 09:46:25
934752,KRAMW019202206040751,0190407510000012998,1890.01,2023-01-23 09:45:00
934750,KRAMW019202206040751,0190407510000012997,14756.57,2023-01-23 09:44:15
934743,KRAMW019202207043466,0190434660000012980,1092.59,2023-01-23 09:40:11
934739,KRAMW019202207043466,0190434660000012978,505.79,2023-01-23 09:38:51
934738,KRAMW019202206040751,0190407510000012991,1011.59,2023-01-23 09:38:10
934614,KRAMW019202207043466,0190434660000012921,775.79,2023-01-23 07:41:05
934721,KRAMW019202207043466,0190434660000012973,76313.88,2023-01-23 09:26:05
934728,KRAMW019202206040751,0190407510000012985,27226.68,2023-01-23 09:30:16
934719,KRAMW019202207043466,0190434660000012972,44242.21,2023-01-23 09:22:31
934717,KRAMW019202207043466,0190434660000012971,112443.3,2023-01-23 09:20:40
934714,KRAMW019202206040751,0190407510000012975,154300,2023-01-23 09:14:49
934712,KRAMW019202206040751,0190407510000012974,37665.03,2023-01-23 09:11:53
934708,KRAMW019202206040751,0190407510000012972,3338.99,2023-01-23 09:03:39
934707,KRAMW019202207043466,0190434660000012966,58164.91,2023-01-23 09:02:43
934706,KRAMW019202207043466,0190434660000012964,30897.46,2023-01-23 08:58:54
934702,KRAMW019202206040751,0190407510000012967,2363.09,2023-01-23 08:43:35
934699,KRAMW019202207043466,0190434660000012960,2388.59,2023-01-23 08:42:55
934697,KRAMW019202207043466,0190434660000012959,846.8,2023-01-23 08:41:48
934695,KRAMW019202207043466,0190434660000012958,4634.99,2023-01-23 08:40:28
934693,KRAMW019202207043466,0190434660000012957,43770.7,2023-01-23 08:39:30
934690,KRAMW019202206040751,0190407510000012961,945.01,2023-01-23 08:36:43
934689,KRAMW019202207043466,0190434660000012955,6200.27,2023-01-23 08:35:39
934688,KRAMW019202206040751,0190407510000012960,2794.48,2023-01-23 08:34:12
934685,KRAMW019202207043466,0190434660000012953,299.7,2023-01-23 08:32:30
934683,KRAMW019202207043466,0190434660000012952,1092.59,2023-01-23 08:31:27
934682,KRAMW019202206040751,0190407510000012957,1753.79,2023-01-23 08:30:20
934680,KRAMW019202206040751,0190407510000012956,540,2023-01-23 08:28:47
934679,KRAMW019202207043466,0190434660000012950,260,2023-01-23 08:27:58
934678,KRAMW019202206040751,0190407510000012955,586.8,2023-01-23 08:27:02
934676,KRAMW019202206040751,0190407510000012953,13565.5,2023-01-23 08:26:18
934675,KRAMW019202207043466,0190434660000012948,3584.84,2023-01-23 08:24:22
934673,KRAMW019202207043466,0190434660000012947,954.01,2023-01-23 08:22:03
934670,KRAMW019202207043466,0190434660000012946,24065.34,2023-01-23 08:20:34
934667,KRAMW019202207043466,0190434660000012944,1136.15,2023-01-23 08:16:12
934666,KRAMW019202206040751,0190407510000012948,540,2023-01-23 08:15:30
934663,KRAMW019202207043466,0190434660000012942,1201.2,2023-01-23 08:14:44
934661,KRAMW019202207043466,0190434660000012941,1910.68,2023-01-23 08:13:49
934659,KRAMW019202207043466,0190434660000012940,610.84,2023-01-23 08:12:42
934657,KRAMW019202207043466,0190434660000012939,805.49,2023-01-23 08:11:31
934656,KRAMW019202206040751,0190407510000012943,1598.39,2023-01-23 08:09:03
934655,KRAMW019202207043466,0190434660000012938,885.4,2023-01-23 08:08:06
934654,KRAMW019202206040751,0190407510000012942,7692.82,2023-01-23 08:07:20
934649,KRAMW019202207043466,0190434660000012937,6857.47,2023-01-23 08:03:54
934645,KRAMW019202206040751,0190407510000012936,270,2023-01-23 08:02:51
934640,KRAMW019202207043466,0190434660000012933,2559.41,2023-01-23 08:00:20
934638,KRAMW019202206040751,0190407510000012932,270,2023-01-23 07:58:34
934635,KRAMW019202207043466,0190434660000012930,3771.68,2023-01-23 07:56:14
934634,KRAMW019202206040751,0190407510000012930,11756.71,2023-01-23 07:55:14
934632,KRAMW019202206040751,0190407510000012929,1569.41,2023-01-23 07:53:54
934628,KRAMW019202206040751,0190407510000012927,4013.3,2023-01-23 07:51:47
934624,KRAMW019202206040751,0190407510000012925,740,2023-01-23 07:48:26
934622,KRAMW019202206040751,0190407510000012924,2950.89,2023-01-23 07:47:30
934617,KRAMW019202206040751,0190407510000012919,29028.65,2023-01-23 07:43:47
934616,KRAMW019202206040751,0190407510000012917,3536.69,2023-01-23 07:42:34
934613,KRAMW019202206040751,0190407510000012914,1701.89,2023-01-23 07:38:29
934612,KRAMW019202206040751,0190407510000012913,3698.77,2023-01-23 07:37:31
934611,KRAMW019202207043466,0190434660000012918,2794.48,2023-01-23 07:34:40
934610,KRAMW019202206040751,0190407510000012911,1625.4,2023-01-23 07:32:19
934609,KRAMW019202207043466,0190434660000012917,6848.97,2023-01-23 07:31:26
934608,KRAMW019202206040751,0190407510000012910,2207.68,2023-01-23 07:30:19
934607,KRAMW019202207043466,0190434660000012916,1701.89,2023-01-23 07:29:14
934600,KRAMW019202207043466,0190434660000012899,505.79,2023-01-21 11:55:48
934599,KRAMW019202206040751,0190407510000012900,505.79,2023-01-21 11:52:17
934586,KRAMW019202207043466,0190434660000012889,33825.71,2023-01-21 11:35:00
934598,KRAMW019202207043466,0190434660000012895,48526.41,2023-01-21 11:50:32
934597,KRAMW019202206040751,0190407510000012898,2528.97,2023-01-21 11:49:27
934596,KRAMW019202206040751,0190407510000012897,6264,2023-01-21 11:48:09
934594,KRAMW019202207043466,0190434660000012893,215281.7,2023-01-21 11:46:59
934592,KRAMW019202207043466,0190434660000012892,30531.97,2023-01-21 11:45:47
934591,KRAMW019202206040751,0190407510000012895,50489.23,2023-01-21 11:39:51
934590,KRAMW019202206040751,0190407510000012894,1197.64,2023-01-21 11:38:56
934589,KRAMW019202206040751,0190407510000012893,48355.81,2023-01-21 11:38:02
934588,KRAMW019202206040751,0190407510000012892,3458.02,2023-01-21 11:36:38
934587,KRAMW019202206040751,0190407510000012891,10284.94,2023-01-21 11:35:50
934585,KRAMW019202206040751,0190407510000012890,10284.94,2023-01-21 11:32:22
934584,KRAMW019202206040751,0190407510000012889,148782.8,2023-01-21 11:30:37
934583,KRAMW019202207043466,0190434660000012887,41744.92,2023-01-21 11:28:46
934582,KRAMW019202206040751,0190407510000012888,28915.18,2023-01-21 11:24:21
934581,KRAMW019202207043466,0190434660000012886,60362.81,2023-01-21 11:21:55
934580,KRAMW019202206040751,0190407510000012887,50862.24,2023-01-21 11:19:33
934578,KRAMW019202207043466,0190434660000012884,10928.54,2023-01-21 11:17:11
934577,KRAMW019202207043466,0190434660000012883,10905.05,2023-01-21 11:14:19
934576,KRAMW019202206040751,0190407510000012884,8962.2,2023-01-21 11:13:00
934575,KRAMW019202206040751,0190407510000012883,3274.2,2023-01-21 11:11:07
934574,KRAMW019202207043466,0190434660000012880,3735.14,2023-01-21 11:09:03
934573,KRAMW019202206040751,0190407510000012882,1701.89,2023-01-21 11:07:33
934572,KRAMW019202207043466,0190434660000012879,2398.84,2023-01-21 11:06:34
934571,KRAMW019202206040751,0190407510000012881,8502.36,2023-01-21 11:05:17
934570,KRAMW019202206040751,0190407510000012880,2508.39,2023-01-21 11:03:42
934568,KRAMW019202206040751,0190407510000012878,15552.69,2023-01-21 10:51:16
934566,KRAMW019202206040751,0190407510000012877,910.81,2023-01-21 10:46:54
934565,KRAMW019202207043466,0190434660000012874,5900.97,2023-01-21 10:46:06
934564,KRAMW019202206040751,0190407510000012876,1057.35,2023-01-21 10:42:10
934563,KRAMW019202207043466,0190434660000012873,50489.23,2023-01-21 10:41:04
934562,KRAMW019202206040751,0190407510000012874,1538.1,2023-01-21 10:39:20
934561,KRAMW019202206040751,0190407510000012873,1365.45,2023-01-21 10:38:18
934560,KRAMW019202206040751,0190407510000012872,9509.4,2023-01-21 10:37:17
934559,KRAMW019202207043466,0190434660000012866,1221.68,2023-01-21 10:31:57
934558,KRAMW019202207043466,0190434660000012865,14723.72,2023-01-21 10:31:09
934556,KRAMW019202206040751,0190407510000012866,3947.23,2023-01-21 10:30:11
934555,KRAMW019202207043466,0190434660000012863,1401.99,2023-01-21 10:28:51
934553,KRAMW019202207043466,0190434660000012861,3634.18,2023-01-21 10:26:00
934552,KRAMW019202206040751,0190407510000012863,3752.94,2023-01-21 10:24:51
934551,KRAMW019202207043466,0190434660000012860,1778.4,2023-01-21 10:22:54
934550,KRAMW019202207043466,0190434660000012859,4420.35,2023-01-21 10:21:41
934549,KRAMW019202206040751,0190407510000012860,1637.1,2023-01-21 10:20:14
934548,KRAMW019202206040751,0190407510000012859,4527.44,2023-01-21 10:17:04
934546,KRAMW019202206040751,0190407510000012858,1032.35,2023-01-21 10:15:52
934545,KRAMW019202207043466,0190434660000012855,1070,2023-01-21 10:14:50
934543,KRAMW019202206040751,0190407510000012856,10198.97,2023-01-21 10:14:07
934542,KRAMW019202207043466,0190434660000012853,1914.31,2023-01-21 10:12:11
934541,KRAMW019202206040751,0190407510000012855,1403.14,2023-01-21 10:11:29
934540,KRAMW019202207043466,0190434660000012852,3640.49,2023-01-21 10:10:14
934539,KRAMW019202206040751,0190407510000012854,1057.35,2023-01-21 10:08:22
934538,KRAMW019202207043466,0190434660000012851,1407.74,2023-01-21 10:06:47
934536,KRAMW019202206040751,0190407510000012852,7007.83,2023-01-21 09:59:24
934535,KRAMW019202207043466,0190434660000012849,2241.89,2023-01-21 09:58:08
934534,KRAMW019202206040751,0190407510000012851,540,2023-01-21 09:57:19
934533,KRAMW019202206040751,0190407510000012850,1637.1,2023-01-21 09:55:31
934532,KRAMW019202207043466,0190434660000012847,4704.44,2023-01-21 09:54:31
934531,KRAMW019202207043466,0190434660000012846,540,2023-01-21 09:53:26
934530,KRAMW019202207043466,0190434660000012845,4308.29,2023-01-21 09:52:32
934529,KRAMW019202206040751,0190407510000012847,540,2023-01-21 09:51:05
934527,KRAMW019202207043466,0190434660000012843,51603.51,2023-01-21 09:48:43
934524,KRAMW019202207043466,0190434660000012841,11758.08,2023-01-21 09:45:47
934523,KRAMW019202206040751,0190407510000012842,969.3,2023-01-21 09:42:30
934522,KRAMW019202207043466,0190434660000012839,21364.24,2023-01-21 09:41:29
934521,KRAMW019202206040751,0190407510000012841,12369.27,2023-01-21 09:38:49
934520,KRAMW019202207043466,0190434660000012838,1006.99,2023-01-21 09:37:25
934518,KRAMW019202207043466,0190434660000012837,540,2023-01-21 09:36:11
934517,KRAMW019202206040751,0190407510000012839,1509.3,2023-01-21 09:35:27
934515,KRAMW019202206040751,0190407510000012838,97996.73,2023-01-21 09:33:27
934510,KRAMW019202207043466,0190434660000012833,37397.59,2023-01-21 09:29:59
934486,KRAMW019202206040751,0190407510000012826,12760.55,2023-01-21 09:07:59
934504,KRAMW019202207043466,0190434660000012830,331220.3,2023-01-21 09:22:17
934494,KRAMW019202206040751,0190407510000012827,23714.63,2023-01-21 09:13:08
934490,KRAMW019202207043466,0190434660000012821,11121,2023-01-21 09:11:13
934480,KRAMW019202206040751,0190407510000012823,7365.97,2023-01-21 08:58:50
934479,KRAMW019202207043466,0190434660000012814,1668.19,2023-01-21 08:57:33
934477,KRAMW019202207043466,0190434660000012813,3417.3,2023-01-21 08:56:28
934475,KRAMW019202207043466,0190434660000012812,2095.85,2023-01-21 08:55:33
934474,KRAMW019202206040751,0190407510000012820,2623.09,2023-01-21 08:54:08
934472,KRAMW019202206040751,0190407510000012819,1010,2023-01-21 08:53:05
934471,KRAMW019202207043466,0190434660000012810,1272.04,2023-01-21 08:52:14
934470,KRAMW019202206040751,0190407510000012818,2235.41,2023-01-21 08:50:42
934469,KRAMW019202207043466,0190434660000012809,3057.94,2023-01-21 08:49:40
934468,KRAMW019202206040751,0190407510000012817,1381.48,2023-01-21 08:48:07
934443,KRAMW019202207043466,0190434660000012795,6349.55,2023-01-21 08:00:18
934442,KRAMW019202206040751,0190407510000012803,1476.16,2023-01-21 07:57:41
934437,KRAMW019202207043466,0190434660000012789,5216.94,2023-01-20 16:22:38
934434,KRAMW019202206040751,0190407510000012796,9553.99,2023-01-20 16:18:27
934433,KRAMW019202206040751,0190407510000012795,11952.97,2023-01-20 16:16:40
934417,KRAMW019202207043466,0190434660000012782,11837.2,2023-01-20 15:56:02
934414,KRAMW019202207043466,0190434660000012781,5085.92,2023-01-20 15:51:16
934412,KRAMW019202206040751,0190407510000012782,1080.01,2023-01-20 15:49:55
934410,KRAMW019202207043466,0190434660000012779,1622.43,2023-01-20 15:49:16
934409,KRAMW019202207043466,0190434660000012778,2634.63,2023-01-20 15:48:17
934406,KRAMW019202206040751,0190407510000012779,1173.6,2023-01-20 15:44:02
934405,KRAMW019202207043466,0190434660000012776,14553.88,2023-01-20 15:43:16
934404,KRAMW019202206040751,0190407510000012778,1381.48,2023-01-20 15:42:03
934402,KRAMW019202206040751,0190407510000012777,1509.3,2023-01-20 15:41:24
934400,KRAMW019202206040751,0190407510000012776,1854.7,2023-01-20 15:40:12
934399,KRAMW019202207043466,0190434660000012773,5370.67,2023-01-20 15:39:05
934397,KRAMW019202207043466,0190434660000012772,2249.08,2023-01-20 15:37:37
934396,KRAMW019202206040751,0190407510000012774,5942.42,2023-01-20 15:35:57
934393,KRAMW019202207043466,0190434660000012770,32208.78,2023-01-20 15:32:59
934390,KRAMW019202207043466,0190434660000012768,2482.19,2023-01-20 15:29:51
934387,KRAMW019202207043466,0190434660000012767,2288.69,2023-01-20 15:28:24
934386,KRAMW019202206040751,0190407510000012769,3154.36,2023-01-20 15:26:42
934384,KRAMW019202206040751,0190407510000012768,1116.63,2023-01-20 15:14:13
934382,KRAMW019202206040751,0190407510000012767,1092.59,2023-01-20 15:10:49
934381,KRAMW019202207043466,0190434660000012764,1504.8,2023-01-20 15:09:45
934379,KRAMW019202207043466,0190434660000012763,1045.79,2023-01-20 15:08:25
934377,KRAMW019202207043466,0190434660000012762,1011.59,2023-01-20 15:06:45
934375,KRAMW019202207043466,0190434660000012761,1572.45,2023-01-20 15:04:44
934363,KRAMW019202207043466,0190434660000012755,8170.82,2023-01-20 14:49:12
934359,KRAMW019202207043466,0190434660000012753,9963.03,2023-01-20 14:46:26
934357,KRAMW019202207043466,0190434660000012752,9517.16,2023-01-20 14:43:47
934350,KRAMW019202206040751,0190407510000012751,3403.78,2023-01-20 14:39:39
934348,KRAMW019202207043466,0190434660000012747,2104.18,2023-01-20 14:38:35
934346,KRAMW019202207043466,0190434660000012746,11501.83,2023-01-20 14:37:30
934344,KRAMW019202206040751,0190407510000012747,1637.1,2023-01-20 14:35:14
934343,KRAMW019202207043466,0190434660000012744,10372.86,2023-01-20 14:33:25
934341,KRAMW019202207043466,0190434660000012743,7918.96,2023-01-20 14:30:39
934340,KRAMW019202206040751,0190407510000012745,11314.62,2023-01-20 14:28:22
934335,KRAMW019202207043466,0190434660000012739,1042.2,2023-01-20 14:25:53
934331,KRAMW019202206040751,0190407510000012739,5403.98,2023-01-20 14:22:42
934330,KRAMW019202206040751,0190407510000012738,8197.18,2023-01-20 14:17:49
934328,KRAMW019202206040751,0190407510000012737,10642.07,2023-01-20 14:16:42
934325,KRAMW019202207043466,0190434660000012732,7450.35,2023-01-20 14:14:13
934321,KRAMW019202206040751,0190407510000012731,2281.36,2023-01-20 14:09:08
934319,KRAMW019202207043466,0190434660000012727,2671.19,2023-01-20 14:07:12
934317,KRAMW019202207043466,0190434660000012726,5085.1,2023-01-20 14:06:21
934315,KRAMW019202207043466,0190434660000012725,19529.66,2023-01-20 14:05:15
934313,KRAMW019202207043466,0190434660000012724,3274.2,2023-01-20 14:04:03
934312,KRAMW019202206040751,0190407510000012726,1761.68,2023-01-20 14:02:53
934310,KRAMW019202206040751,0190407510000012725,1746.99,2023-01-20 14:01:50
934307,KRAMW019202207043466,0190434660000012721,3202.45,2023-01-20 13:59:41
934305,KRAMW019202207043466,0190434660000012720,1620,2023-01-20 13:57:28
934304,KRAMW019202206040751,0190407510000012722,9967.42,2023-01-20 13:56:37
934302,KRAMW019202206040751,0190407510000012721,41827.23,2023-01-20 13:53:47
934300,KRAMW019202206040751,0190407510000012720,52514.65,2023-01-20 13:50:19
934298,KRAMW019202206040751,0190407510000012719,15098.63,2023-01-20 13:43:59
934296,KRAMW019202207043466,0190434660000012715,3054.62,2023-01-20 13:40:07
934294,KRAMW019202206040751,0190407510000012717,4087.79,2023-01-20 13:37:48
934293,KRAMW019202206040751,0190407510000012716,36636.95,2023-01-20 13:35:18
934290,KRAMW019202207043466,0190434660000012712,3315.9,2023-01-20 13:26:57
934289,KRAMW019202206040751,0190407510000012714,6135.77,2023-01-20 13:25:21
934288,KRAMW019202206040751,0190407510000012713,33709.62,2023-01-20 13:23:39
934287,KRAMW019202207043466,0190434660000012709,7799.39,2023-01-20 13:18:40
934283,KRAMW019202206040751,0190407510000012708,1598.39,2023-01-20 12:14:30
934282,KRAMW019202207043466,0190434660000012705,2671.19,2023-01-20 12:10:40
934281,KRAMW019202206040751,0190407510000012707,16912.53,2023-01-20 12:09:41
934280,KRAMW019202207043466,0190434660000012700,3440.84,2023-01-20 12:01:47
934279,KRAMW019202207043466,0190434660000012699,32346.43,2023-01-20 12:00:20
934278,KRAMW019202206040751,0190407510000012700,1637.1,2023-01-20 11:56:50
934277,KRAMW019202207043466,0190434660000012697,1302.45,2023-01-20 11:55:41
934276,KRAMW019202206040751,0190407510000012699,8386.6,2023-01-20 11:54:49
934275,KRAMW019202207043466,0190434660000012696,16540.54,2023-01-20 11:53:15
934274,KRAMW019202207043466,0190434660000012695,6050.36,2023-01-20 11:49:17
934273,KRAMW019202206040751,0190407510000012697,1070,2023-01-20 11:46:44
934272,KRAMW019202206040751,0190407510000012695,4139.74,2023-01-20 11:44:14
934271,KRAMW019202207043466,0190434660000012692,7450.35,2023-01-20 11:42:38
934270,KRAMW019202206040751,0190407510000012694,1637.1,2023-01-20 11:40:25
934269,KRAMW019202207043466,0190434660000012691,4921.31,2023-01-20 11:38:57
934268,KRAMW019202207043466,0190434660000012690,4760.02,2023-01-20 11:37:38
934266,KRAMW019202207043466,0190434660000012689,9280.78,2023-01-20 11:35:27
934265,KRAMW019202207043466,0190434660000012688,5098.08,2023-01-20 11:33:03
934263,KRAMW019202206040751,0190407510000012689,14545.13,2023-01-20 11:28:08
934262,KRAMW019202207043466,0190434660000012686,4844.01,2023-01-20 11:25:36
934261,KRAMW019202207043466,0190434660000012685,1111.48,2023-01-20 11:24:19
934260,KRAMW019202206040751,0190407510000012687,12703.51,2023-01-20 11:23:15
934258,KRAMW019202206040751,0190407510000012686,1685.01,2023-01-20 11:21:22
934257,KRAMW019202206040751,0190407510000012685,7469.08,2023-01-20 11:20:07
934256,KRAMW019202206040751,0190407510000012684,23309.73,2023-01-20 11:18:41
934255,KRAMW019202206040751,0190407510000012683,1761.6,2023-01-20 11:17:29
934254,KRAMW019202206040751,0190407510000012682,7540.9,2023-01-20 11:16:12
934253,KRAMW019202207043466,0190434660000012678,959.48,2023-01-20 11:15:03
934252,KRAMW019202206040751,0190407510000012681,4612.21,2023-01-20 11:14:16
934251,KRAMW019202206040751,0190407510000012679,1507.63,2023-01-20 11:12:33
934250,KRAMW019202207043466,0190434660000012676,5618.57,2023-01-20 11:11:39
934249,KRAMW019202207043466,0190434660000012675,8903.35,2023-01-20 11:10:44
934248,KRAMW019202207043466,0190434660000012674,17106.21,2023-01-20 11:09:39
934246,KRAMW019202207043466,0190434660000012673,3669.32,2023-01-20 11:04:57
934245,KRAMW019202206040751,0190407510000012675,1777.63,2023-01-20 11:04:10
934244,KRAMW019202207043466,0190434660000012672,5328.92,2023-01-20 11:03:07
934243,KRAMW019202206040751,0190407510000012673,6199.97,2023-01-20 11:01:45
934242,KRAMW019202206040751,0190407510000012672,540,2023-01-20 10:58:54
934241,KRAMW019202207043466,0190434660000012669,936.15,2023-01-20 10:57:11
934240,KRAMW019202207043466,0190434660000012668,9628.17,2023-01-20 10:55:28
934238,KRAMW019202206040751,0190407510000012667,2281.36,2023-01-20 10:50:25
934237,KRAMW019202206040751,0190407510000012665,280307.8,2023-01-20 10:48:05
934233,KRAMW019202206040751,0190407510000012650,7434.84,2023-01-20 09:59:23
934227,KRAMW019202206040751,0190407510000012646,72020.85,2023-01-20 09:33:07
934226,KRAMW019202207043466,0190434660000012642,68165.4,2023-01-20 09:26:04
934222,KRAMW019202207043466,0190434660000012639,170281.4,2023-01-20 09:12:58
934223,KRAMW019202207043466,0190434660000012640,46920.6,2023-01-20 09:19:40
934221,KRAMW019202207043466,0190434660000012638,47032.25,2023-01-20 09:03:33
934210,KRAMW019202206040751,0190407510000012633,106264.1,2023-01-20 08:45:03
934206,KRAMW019202206040751,0190407510000012631,24480.18,2023-01-20 08:31:57
934205,KRAMW019202207043466,0190434660000012630,3636.05,2023-01-20 08:31:03
934204,KRAMW019202207043466,0190434660000012629,3250.85,2023-01-20 08:29:37
934202,KRAMW019202206040751,0190407510000012629,39289.7,2023-01-20 08:25:02
934201,KRAMW019202207043466,0190434660000012628,5977.8,2023-01-20 08:22:01
934199,KRAMW019202207043466,0190434660000012627,2190.98,2023-01-20 08:19:23
934198,KRAMW019202207043466,0190434660000012626,1221.68,2023-01-20 08:17:04
934197,KRAMW019202206040751,0190407510000012626,13256.12,2023-01-20 08:15:52
934196,KRAMW019202206040751,0190407510000012625,3338.99,2023-01-20 08:12:51
934195,KRAMW019202207043466,0190434660000012624,1221.68,2023-01-20 08:11:47
934194,KRAMW019202207043466,0190434660000012623,4360.12,2023-01-20 08:09:47
934193,KRAMW019202206040751,0190407510000012623,810,2023-01-20 08:08:48
934192,KRAMW019202206040751,0190407510000012622,58301.63,2023-01-20 08:07:52
934191,KRAMW019202207043466,0190434660000012621,43370.52,2023-01-20 08:05:34
934190,KRAMW019202207043466,0190434660000012620,3028.48,2023-01-20 07:59:31
934189,KRAMW019202206040751,0190407510000012620,21456.94,2023-01-20 07:58:01
934188,KRAMW019202207043466,0190434660000012619,10947.6,2023-01-20 07:53:32
934187,KRAMW019202206040751,0190407510000012619,31687.95,2023-01-20 07:51:45
934186,KRAMW019202207043466,0190434660000012618,1761.68,2023-01-20 07:50:02
934185,KRAMW019202206040751,0190407510000012618,586.8,2023-01-20 07:47:09
934184,KRAMW019202207043466,0190434660000012617,4173.38,2023-01-20 07:46:14
934183,KRAMW019202206040751,0190407510000012617,1903.78,2023-01-20 07:44:15
934182,KRAMW019202207043466,0190434660000012616,2106,2023-01-20 07:39:23
934160,KRAMW019202207043466,0190434660000012605,9238.36,2023-01-19 16:09:49
934155,KRAMW019202207043466,0190434660000012602,5705,2023-01-19 15:49:19
934154,KRAMW019202206040751,0190407510000012601,1366.21,2023-01-19 15:47:41
934152,KRAMW019202206040751,0190407510000012600,8082,2023-01-19 15:46:28
934150,KRAMW019202206040751,0190407510000012599,3428.47,2023-01-19 15:44:26
934147,KRAMW019202206040751,0190407510000012597,1366.21,2023-01-19 15:37:49
934143,KRAMW019202206040751,0190407510000012592,1746.11,2023-01-19 15:22:14
934142,KRAMW019202207043466,0190434660000012592,1770.81,2023-01-19 15:21:27
934141,KRAMW019202206040751,0190407510000012591,1832.52,2023-01-19 15:20:11
934139,KRAMW019202206040751,0190407510000012590,4427.49,2023-01-19 15:18:13
934138,KRAMW019202207043466,0190434660000012590,1995,2023-01-19 15:16:52
934121,KRAMW019202206040751,0190407510000012573,17689.95,2023-01-19 14:39:55
934136,KRAMW019202207043466,0190434660000012587,1206.88,2023-01-19 15:11:04
934135,KRAMW019202206040751,0190407510000012585,1322.4,2023-01-19 15:09:21
934133,KRAMW019202206040751,0190407510000012583,701.09,2023-01-19 15:04:42
934130,KRAMW019202206040751,0190407510000012580,6175.75,2023-01-19 14:56:47
934128,KRAMW019202207043466,0190434660000012579,7745.51,2023-01-19 14:55:50
934125,KRAMW019202207043466,0190434660000012576,5726.98,2023-01-19 14:50:39
934122,KRAMW019202207043466,0190434660000012574,2700.02,2023-01-19 14:43:50
934118,KRAMW019202207043466,0190434660000012570,5058.05,2023-01-19 14:37:59
934117,KRAMW019202206040751,0190407510000012571,4271.91,2023-01-19 14:36:44
934116,KRAMW019202207043466,0190434660000012569,4039.2,2023-01-19 14:36:00
